"text","player"
"the world's asleep.","LEAR"
"How now? Where's that mongrel?","LEAR"
"  He says, my lord, your daughter is not well.","KNIGHT"
"  Why came not the slave back to me when I","LEAR"
"called him?","LEAR"
"  Sir, he answered me in the roundest manner,","KNIGHT"
"he would not.","KNIGHT"
"  He would not?","LEAR"
"  My lord, I know not what the matter is, but to","KNIGHT"
"my judgment your Highness is not entertained","KNIGHT"
"with that ceremonious affection as you were wont.","KNIGHT"
"There's a great abatement of kindness appears as","KNIGHT"
"well in the general dependents as in the Duke","KNIGHT"
"himself also, and your daughter.","KNIGHT"
"  Ha? Sayst thou so?","LEAR"
"  I beseech you pardon me, my lord, if I be","KNIGHT"
"mistaken, for my duty cannot be silent when I think","KNIGHT"
"your Highness wronged.","KNIGHT"
"  Thou but remembrest me of mine own conception.","LEAR"
"I have perceived a most faint neglect of late,","LEAR"
"which I have rather blamed as mine own jealous","LEAR"
"curiosity than as a very pretense and purpose of","LEAR"
"unkindness. I will look further into 't. But where's","LEAR"
"my Fool? I have not seen him this two days.","LEAR"
"  Since my young lady's going into France, sir,","KNIGHT"
"the Fool hath much pined away.","KNIGHT"
"  No more of that. I have noted it well.--Go you","LEAR"
"and tell my daughter I would speak with her. ","LEAR"
" Go you call hither my Fool.","LEAR"
"O you, sir, you, come you hither, sir. Who am I, sir?","LEAR"
"  My lady's father.","OSWALD"
"  ""My lady's father""? My lord's knave! You whoreson","LEAR"
"dog, you slave, you cur!","LEAR"
"  I am none of these, my lord, I beseech your","OSWALD"
"pardon.","OSWALD"
"  Do you bandy looks with me, you rascal?","LEAR"
"  I'll not be strucken, my lord.","OSWALD"
",   Nor tripped neither, you base","KENT"
"football player?","KENT"
"  I thank thee, fellow. Thou serv'st me, and I'll","LEAR"
"love thee.","LEAR"
",   Come, sir, arise. Away. I'll teach you","KENT"
"differences. Away, away. If you will measure your","KENT"
"lubber's length again, tarry. But away. Go to. Have","KENT"
"you wisdom? So.	","KENT"
"  Now, my friendly knave, I thank thee. There's","LEAR"
"earnest of thy service.	","LEAR"
"  Let me hire him too.  Here's my","FOOL"
"coxcomb.	","FOOL"
"  How now, my pretty knave, how dost thou?","LEAR"
",   Sirrah, you were best take my","FOOL"
"coxcomb.","FOOL"
"  Why, my boy?","LEAR"
"  Why? For taking one's part that's out of favor.","FOOL"
" Nay, an thou canst not smile as the","FOOL"
"wind sits, thou 'lt catch cold shortly. There, take my","FOOL"
"coxcomb. Why, this fellow has banished two on 's","FOOL"
"daughters and did the third a blessing against his","FOOL"
"will. If thou follow him, thou must needs wear my","FOOL"
"coxcomb.--How now, nuncle? Would I had two","FOOL"
"coxcombs and two daughters.","FOOL"
"  Why, my boy?","LEAR"
"  If I gave them all my living, I'd keep my coxcombs","FOOL"
"myself. There's mine. Beg another of thy","FOOL"
"daughters.","FOOL"
"  Take heed, sirrah--the whip.","LEAR"
"  Truth's a dog must to kennel; he must be","FOOL"
"whipped out, when the Lady Brach may stand by th'","FOOL"
"fire and stink.","FOOL"
"  A pestilent gall to me!","LEAR"
"  Sirrah, I'll teach thee a speech.","FOOL"
"  Do.","LEAR"
"  Mark it, nuncle:","FOOL"
"	Have more than thou showest.","FOOL"
"	Speak less than thou knowest,","FOOL"
"	Lend less than thou owest,","FOOL"
"	Ride more than thou goest,","FOOL"
"	Learn more than thou trowest,","FOOL"
"	Set less than thou throwest;","FOOL"
"	Leave thy drink and thy whore","FOOL"
"	And keep in-a-door,","FOOL"
"	And thou shalt have more","FOOL"
"	Than two tens to a score.","FOOL"
"  This is nothing, Fool.","KENT"
"  Then 'tis like the breath of an unfee'd lawyer.","FOOL"
"You gave me nothing for 't.--Can you make no use","FOOL"
"of nothing, nuncle?","FOOL"
"  Why no, boy. Nothing can be made out of","LEAR"
"nothing.","LEAR"
",   Prithee tell him, so much the rent of his","FOOL"
"land comes to. He will not believe a Fool.","FOOL"
"  A bitter Fool!","LEAR"
"  Dost know the difference, my boy, between a","FOOL"
"bitter fool and a sweet one?","FOOL"
"  No, lad, teach me.","LEAR"
"	That lord that counseled thee","FOOL"
"	   To give away thy land,","FOOL"
"	Come place him here by me;","FOOL"
"	   Do thou for him stand.","FOOL"
"	The sweet and bitter fool","FOOL"
"	   Will presently appear:","FOOL"
"	The one in motley here,","FOOL"
"	   The other found out there.","FOOL"
"  Dost thou call me ""fool,"" boy?","LEAR"
"  All thy other titles thou hast given away. That","FOOL"
"thou wast born with.","FOOL"
"  This is not altogether fool, my lord.","KENT"
"  No, faith, lords and great men will not let me. If","FOOL"
"I had a monopoly out, they would have part on 't.","FOOL"
"And ladies too, they will not let me have all the fool","FOOL"
"to myself; they'll be snatching.--Nuncle, give me","FOOL"
"an egg, and I'll give thee two crowns.","FOOL"
"  What two crowns shall they be?","LEAR"
"  Why, after I have cut the egg i' th' middle and eat","FOOL"
"up the meat, the two crowns of the egg. When thou","FOOL"
"clovest thy crown i' th' middle and gav'st away","FOOL"
"both parts, thou bor'st thine ass on thy back o'er","FOOL"
"the dirt. Thou hadst little wit in thy bald crown","FOOL"
"when thou gav'st thy golden one away. If I speak","FOOL"
"like myself in this, let him be whipped that first","FOOL"
"finds it so. ","FOOL"
"	Fools had ne'er less grace in a year,","FOOL"
"	   For wise men are grown foppish","FOOL"
"	And know not how their wits to wear,","FOOL"
"	   Their manners are so apish.","FOOL"
"  When were you wont to be so full of songs,","LEAR"
"sirrah?","LEAR"
"  I have used it, nuncle, e'er since thou mad'st thy","FOOL"
"daughters thy mothers. For when thou gav'st them","FOOL"
"the rod and put'st down thine own breeches,","FOOL"
"	Then they for sudden joy did weep,","FOOL"
"	   And I for sorrow sung,","FOOL"
"	That such a king should play bo-peep","FOOL"
"	   And go the fools among.","FOOL"
"Prithee, nuncle, keep a schoolmaster that can teach","FOOL"
"thy Fool to lie. I would fain learn to lie.","FOOL"
"  An you lie, sirrah, we'll have you whipped.","LEAR"
"  I marvel what kin thou and thy daughters are.","FOOL"
"They'll have me whipped for speaking true, thou 'lt","FOOL"
"have me whipped for lying, and sometimes I am","FOOL"
"whipped for holding my peace. I had rather be any","FOOL"
"kind o' thing than a Fool. And yet I would not be","FOOL"
"thee, nuncle. Thou hast pared thy wit o' both sides","FOOL"
"and left nothing i' th' middle. Here comes one o' the","FOOL"
"parings.","FOOL"
"How now, daughter? What makes that frontlet on?","LEAR"
"Methinks you are too much of late i' th' frown.","LEAR"
"  Thou wast a pretty fellow when thou hadst no","FOOL"
"need to care for her frowning. Now thou art an O","FOOL"
"without a figure. I am better than thou art now. I","FOOL"
"am a Fool. Thou art nothing.  Yes,","FOOL"
"forsooth, I will hold my tongue. So your face bids","FOOL"
"me, though you say nothing.","FOOL"
"	Mum, mum,","FOOL"
"	He that keeps nor crust nor crumb,","FOOL"
"	Weary of all, shall want some.","FOOL"
"That's a shelled peascod.","FOOL"
"Not only, sir, this your all-licensed Fool,","GONERIL"
"But other of your insolent retinue","GONERIL"
"Do hourly carp and quarrel, breaking forth","GONERIL"
"In rank and not-to-be-endured riots. Sir,","GONERIL"
"I had thought by making this well known unto you","GONERIL"
"To have found a safe redress, but now grow fearful,","GONERIL"
"By what yourself too late have spoke and done,","GONERIL"
"That you protect this course and put it on","GONERIL"
"By your allowance; which if you should, the fault","GONERIL"
"Would not 'scape censure, nor the redresses sleep","GONERIL"
"Which in the tender of a wholesome weal","GONERIL"
"Might in their working do you that offense,","GONERIL"
"Which else were shame, that then necessity","GONERIL"
"Will call discreet proceeding.","GONERIL"
"  For you know, nuncle,","FOOL"
"	The hedge-sparrow fed the cuckoo so long,","FOOL"
"	That it's had it head bit off by it young.","FOOL"
"So out went the candle, and we were left darkling.","FOOL"
"  Are you our daughter?","LEAR"
"I would you would make use of your good wisdom,","GONERIL"
"Whereof I know you are fraught, and put away","GONERIL"
"These dispositions which of late transport you","GONERIL"
"From what you rightly are.","GONERIL"
"  May not an ass know when the cart draws the","FOOL"
"horse? Whoop, Jug, I love thee!","FOOL"
"Does any here know me? This is not Lear.","LEAR"
"Does Lear walk thus, speak thus? Where are his","LEAR"
"eyes?","LEAR"
"Either his notion weakens, his discernings","LEAR"
"Are lethargied--Ha! Waking? 'Tis not so.","LEAR"
"Who is it that can tell me who I am?","LEAR"
"  Lear's shadow.","FOOL"
"I would learn that, for, by the marks of","LEAR"
"sovereignty,","LEAR"
"Knowledge, and reason, I should be false persuaded","LEAR"
"I had daughters.","LEAR"
"  Which they will make an obedient father.","FOOL"
"  Your name, fair gentlewoman?","LEAR"
"This admiration, sir, is much o' th' savor","GONERIL"
"Of other your new pranks. I do beseech you","GONERIL"
"To understand my purposes aright.","GONERIL"
"As you are old and reverend, should be wise.","GONERIL"
"Here do you keep a hundred knights and squires,","GONERIL"
"Men so disordered, so debauched and bold,","GONERIL"
"That this our court, infected with their manners,","GONERIL"
"Shows like a riotous inn. Epicurism and lust","GONERIL"
"Makes it more like a tavern or a brothel","GONERIL"
"Than a graced palace. The shame itself doth speak","GONERIL"
"For instant remedy. Be then desired,","GONERIL"
"By her that else will take the thing she begs,","GONERIL"
"A little to disquantity your train,","GONERIL"
"And the remainders that shall still depend","GONERIL"
"To be such men as may besort your age,","GONERIL"
"Which know themselves and you.","GONERIL"
"  Darkness and","LEAR"
"devils!--","LEAR"
"Saddle my horses. Call my train together.","LEAR"
"Degenerate bastard, I'll not trouble thee.","LEAR"
"Yet have I left a daughter.","LEAR"
"You strike my people, and your disordered rabble","GONERIL"
"Make servants of their betters.","GONERIL"
"Woe that too late repents!--O, sir, are you","LEAR"
"come?","LEAR"
"Is it your will? Speak, sir.--Prepare my horses.","LEAR"
"Ingratitude, thou marble-hearted fiend,","LEAR"
"More hideous when thou show'st thee in a child","LEAR"
"Than the sea monster!","LEAR"
"  Pray, sir, be patient.","ALBANY"
",   Detested kite, thou liest.","LEAR"
"My train are men of choice and rarest parts,","LEAR"
"That all particulars of duty know","LEAR"
"And in the most exact regard support","LEAR"
"The worships of their name. O most small fault,","LEAR"
"How ugly didst thou in Cordelia show,","LEAR"
"Which, like an engine, wrenched my frame of","LEAR"
"nature","LEAR"
"From the fixed place, drew from my heart all love","LEAR"
"And added to the gall! O Lear, Lear, Lear!","LEAR"
"Beat at this gate that let thy folly in","LEAR"
"And thy dear judgment out. Go, go, my people.","LEAR"
"My lord, I am guiltless as I am ignorant","ALBANY"
"Of what hath moved you.","ALBANY"
"  It may be so, my lord.--","LEAR"
"Hear, Nature, hear, dear goddess, hear!","LEAR"
"Suspend thy purpose if thou didst intend","LEAR"
"To make this creature fruitful.","LEAR"
"Into her womb convey sterility.","LEAR"
"Dry up in her the organs of increase,","LEAR"
"And from her derogate body never spring","LEAR"
"A babe to honor her. If she must teem,","LEAR"
"Create her child of spleen, that it may live","LEAR"
"And be a thwart disnatured torment to her.","LEAR"
"Let it stamp wrinkles in her brow of youth,","LEAR"
"With cadent tears fret channels in her cheeks,","LEAR"
"Turn all her mother's pains and benefits","LEAR"
"To laughter and contempt, that she may feel","LEAR"
"How sharper than a serpent's tooth it is","LEAR"
"To have a thankless child.--Away, away!","LEAR"
"Now, gods that we adore, whereof comes this?","ALBANY"
"Never afflict yourself to know more of it,","GONERIL"
"But let his disposition have that scope","GONERIL"
"As dotage gives it.","GONERIL"
"What, fifty of my followers at a clap?","LEAR"
"Within a fortnight?","LEAR"
"  What's the matter, sir?","ALBANY"
"I'll tell thee.  Life and death! I am","LEAR"
"ashamed","LEAR"
"That thou hast power to shake my manhood thus,","LEAR"
"That these hot tears, which break from me perforce,","LEAR"
"Should make thee worth them. Blasts and fogs upon","LEAR"
"thee!","LEAR"
"Th' untented woundings of a father's curse","LEAR"
"Pierce every sense about thee! Old fond eyes,","LEAR"
"Beweep this cause again, I'll pluck you out","LEAR"
"And cast you, with the waters that you loose,","LEAR"
"To temper clay. Yea, is 't come to this?","LEAR"
"Ha! Let it be so. I have another daughter","LEAR"
"Who, I am sure, is kind and comfortable.","LEAR"
"When she shall hear this of thee, with her nails","LEAR"
"She'll flay thy wolvish visage. Thou shalt find","LEAR"
